
(0) Date, (1) Northern_Hemisphere, (2) Beaufort_Sea, (3) Chukchi_Sea, (4) East_Siberian_Sea, (5) Laptev_Sea, (6) Kara_Sea, (7) Barents_Sea, (8) Greenland_Sea, (9) Baffin_Bay_Gulf_of_St._Lawrence, (10) Canadian_Archipelago, (11) Hudson_Bay, (12) Central_Arctic, (13) Bering_Sea, (14) Baltic_Sea, (15) Sea_of_Okhotsk, (16) Yellow_Sea, (17) Cook_Inlet
 2015111,14068858.74, 1070444.98,  966006.16, 1087137.23,  892496.65,  916866.79,  380048.39,  634404.53, 1566196.80,  853214.25, 1260903.34, 3231341.06,  662384.09,    9387.63,  536087.57,       0.00,     492.12
 2015112,14074405.03, 1070444.98,  966006.16, 1087137.23,  892204.74,  910687.66,  377253.01,  646205.05, 1572710.35,  853214.25, 1260903.34, 3232770.75,  654543.05,   10458.70,  537926.48,       0.00,     492.12
 2015113,14049284.88, 1070444.98,  966006.16, 1087137.23,  892495.96,  910458.59,  377253.01,  648504.95, 1563745.16,  853214.25, 1260903.34, 3232861.57,  651281.71,    8801.56,  524237.14,       0.00,     492.12
 2015114,13979381.56, 1070444.98,  966006.16, 1087137.23,  890191.84,  914579.41,  365575.10,  653072.08, 1565985.33,  853214.25, 1260903.34, 3234657.29,  651281.71,    8801.56,  455592.00,       0.00,     492.12
 2015115,13774525.21, 1060780.06,  966006.16, 1087137.23,  897721.08,  931168.23,  377321.13,  613496.20, 1509518.36,  853214.25, 1245594.19, 3233482.05,  581965.14,    8302.18,  406879.67,       0.00,     492.12
 2015116,13740534.16, 1054285.65,  966006.16, 1087137.23,  897721.08,  931491.97,  419216.50,  606292.99, 1473612.47,  853214.25, 1236373.83, 3236836.73,  551729.85,    4475.18,  420201.00,       0.00,     492.12
 2015117,13705325.43, 1046924.10,  966006.16, 1087137.23,  897721.08,  931929.95,  417474.92,  605888.35, 1467020.81,  853214.25, 1236373.83, 3237561.63,  542269.83,    4475.18,  409388.85,       0.00,     492.12
 2015118,13516443.62, 1055436.23,  965064.16, 1087137.23,  897721.08,  932947.70,  440269.47,  606342.72, 1368222.12,  853214.25, 1237848.18, 3243161.45,  460644.23,    4406.88,  362088.64,       0.00,     492.12
 2015119,13464387.74, 1070444.98,  965921.92, 1087137.23,  897721.08,  934695.02,  456109.30,  608860.57, 1345884.02,  853214.25, 1235908.39, 3243958.39,  411521.79,    4406.51,  346665.03,       0.00,     492.12
 2015120,13406708.21, 1070444.98,  965921.92, 1086657.33,  897844.80,  934695.02,  456109.30,  599997.79, 1327595.36,  853214.25, 1230590.62, 3243958.39,  404088.83,    4406.51,  329243.84,       0.00,     492.12
 2015121,13369056.76, 1070444.98,  965921.92, 1086657.33,  897844.80,  934121.80,  441589.94,  583660.24, 1329843.11,  853214.25, 1230587.06, 3240913.00,  401377.06,    4406.51,  326535.51,       0.00,     492.12
 2015122,13408538.02, 1070444.98,  965921.92, 1086657.33,  897844.80,  934121.80,  441589.94,  586361.46, 1366294.95,  853214.25, 1230915.26, 3240913.00,  401377.06,    4406.51,  326535.51,       0.00,     492.12
 2015123,13460030.19, 1070444.98,  965921.92, 1086657.33,  897844.80,  923225.90,  453395.67,  654387.99, 1365704.37,  853214.25, 1230915.26, 3243178.52,  399540.34,    4406.51,  309253.09,       0.00,     492.12
 2015124,13429077.50, 1070444.98,  966006.16, 1086657.33,  897844.80,  923225.90,  453395.67,  635108.99, 1357055.43,  853214.25, 1233074.21, 3243178.52,  385935.39,    4406.51,  317590.11,       0.00,     492.12
 2015125,13369597.60, 1070444.98,  966006.16, 1086657.33,  897844.80,  920694.60,  442797.66,  609548.75, 1346691.90,  853214.25, 1237117.17, 3243178.52,  370798.07,    4406.51,  318257.64,       0.00,     492.12
 2015126,13127449.56, 1070444.98,  966006.16, 1087137.23,  897844.80,  921763.36,  412885.63,  598523.91, 1265346.02,  853214.25, 1235767.97, 3243377.86,  300507.15,     535.87,  272155.12,       0.00,     492.12
 2015127,13069231.32, 1070444.98,  966006.16, 1087137.23,  897844.80,  921538.25,  406890.55,  600987.40, 1260426.44,  853214.25, 1258529.54, 3246836.86,  273598.59,      65.83,  224186.60,       0.00,      76.71
 2015128,13057890.37, 1070444.98,  964705.74, 1087137.23,  897844.80,  921538.25,  406890.55,  605815.90, 1254165.65,  853214.25, 1258529.54, 3246836.86,  264990.34,      65.83,  224186.60,       0.00,      76.71
 2015129,13051967.98, 1070444.98,  964705.74, 1087137.23,  897844.80,  921538.25,  406890.55,  605172.30, 1241474.56,  853214.25, 1259378.98, 3246836.86,  268266.96,      65.83,  227472.85,       0.00,      76.71
 2015130,13005294.51, 1056411.74,  964705.74, 1087137.23,  897844.80,  915041.33,  402888.25,  600088.49, 1229995.21,  853214.25, 1257532.93, 3236814.53,  272966.10,      65.83,  229064.24,       0.00,      76.71
 2015131,12866284.81, 1045781.40,  962728.03, 1087137.23,  897844.80,  909888.10,  355566.76,  600088.93, 1212373.80,  837324.04, 1258131.81, 3235618.45,  242156.59,      65.83,  220131.89,       0.00,       0.00
 2015132,12715316.55, 1035315.41,  964350.22, 1087137.23,  897844.80,  903184.36,  333015.96,  593416.55, 1198941.89,  832726.74, 1208112.24, 3234221.98,  230140.12,      65.83,  195396.09,       0.00,       0.00
 2015133,12671910.56, 1034832.72,  954458.35, 1087137.23,  897844.80,  900287.10,  330093.54,  600177.80, 1181677.65,  832726.74, 1189801.33, 3234965.62,  236030.84,      65.83,  190363.87,       0.00,       0.00
 2015134,12773819.45, 1034832.72,  953293.06, 1087137.23,  897844.80,  911374.27,  345352.56,  659953.80, 1192147.37,  832726.74, 1189801.33, 3233749.28,  239742.75,      65.83,  194350.57,       0.00,       0.00
 2015135,12720616.95, 1033428.38,  941196.26, 1087137.23,  897844.80,  909956.26,  336719.18,  667663.78, 1200021.20,  823053.94, 1189313.15, 3233749.28,  204669.93,      65.83,  194350.57,       0.00,       0.00
 2015136,12585032.43, 1033428.38,  930045.03, 1087137.23,  897844.80,  899673.02,  337707.12,  615714.36, 1201099.46,  833899.94, 1175952.93, 3237267.76,  153646.24,      65.83,  180119.25,       0.00,       0.00
 2015137,12554988.89, 1007342.02,  928975.28, 1087137.23,  897844.80,  883516.98,  349722.79,  599987.19, 1199577.84,  834595.45, 1191609.44, 3238666.71,  149930.79,       0.00,  184570.94,       0.00,       0.00
 2015138,12676760.70, 1007342.02,  928975.28, 1087137.23,  897844.80,  915110.50,  406237.03,  660661.85, 1199577.84,  834595.45, 1162561.36, 3238791.69,  149930.79,       0.00,  186483.43,       0.00,       0.00
 2015139,12706237.88, 1025061.07,  928975.28, 1087137.23,  897844.80,  915110.50,  406237.03,  647405.65, 1214794.20,  847114.14, 1160568.03, 3238791.69,  149930.79,       0.00,  185756.03,       0.00,       0.00
 2015140,12712023.80, 1024748.79,  928975.28, 1087137.23,  897844.80,  915110.50,  406237.03,  666749.98, 1222089.53,  847114.14, 1140010.47, 3238791.69,  149930.79,       0.00,  185756.03,       0.00,       0.00
 2015141,12643908.56, 1016819.76,  919717.68, 1087137.23,  897844.80,  915110.50,  406237.03,  657812.47, 1214925.06,  840641.53, 1130977.83, 3238791.69,  149030.89,       0.00,  167334.55,       0.00,       0.00
 2015142,12379857.94, 1008475.50,  896569.06, 1086071.86,  876306.65,  873716.66,  410199.39,  644426.24, 1172961.92,  833376.23, 1097915.75, 3238791.69,   98386.49,       0.00,  141132.98,       0.00,       0.00
 2015143,12374938.39, 1008963.19,  924333.36, 1086071.86,  876306.65,  873716.66,  410199.39,  623434.76, 1156779.44,  834121.65, 1099013.05, 3238791.69,  100546.19,       0.00,  141132.98,       0.00,       0.00
 2015144,12370994.14, 1008963.19,  924333.36, 1086071.86,  876306.65,  873716.66,  410199.39,  623434.76, 1153745.91,  834121.65, 1102237.48, 3238791.69,  100546.19,       0.00,  136997.83,       0.00,       0.00
 2015145,12346639.84, 1006468.12,  924333.36, 1086071.86,  876306.65,  873716.66,  410199.39,  623434.76, 1145294.33,  849042.60, 1073908.88, 3238791.69,  100546.19,       0.00,  136997.83,       0.00,       0.00
 2015146,12238507.36,  990747.32,  903227.69, 1086071.86,  876306.65,  883166.23,  410199.39,  615321.21, 1099070.01,  844814.40, 1060854.05, 3238791.69,  100546.19,       0.00,  127879.15,       0.00,       0.00
 2015147,11999256.60,  985170.78,  898392.69, 1086071.86,  870366.68,  801662.50,  342616.55,  615707.99, 1108778.18,  840508.80, 1052106.64, 3235370.35,   50972.14,       0.00,  110019.92,       0.00,       0.00
 2015148,11749481.43,  961354.33,  887471.08, 1086071.86,  870366.68,  768809.02,  298224.94,  603854.31, 1064621.60,  810514.87, 1043432.94, 3225078.29,   32897.24,       0.00,   95272.75,       0.00,       0.00
 2015149,11588809.98,  956465.14,  863447.95, 1086071.86,  876411.39,  786760.99,  284195.97,  556382.84, 1026079.95,  806114.01, 1015348.14, 3226372.02,   14320.49,       0.00,   89327.69,       0.00,       0.00
 2015150,11543544.22,  958215.23,  856875.23, 1083718.90,  878230.88,  782261.47,  274956.14,  539267.14, 1019212.73,  806920.56, 1014892.73, 3223833.50,   14320.49,       0.00,   89327.69,       0.00,       0.00
 2015151,11463187.34,  962456.27,  846933.82, 1084053.96,  868911.40,  772980.86,  252417.72,  519279.30, 1010338.58,  806920.56, 1011068.17, 3219798.15,   14539.40,       0.00,   91977.64,       0.00,       0.00
 2015152,11451595.58,  964314.62,  842141.80, 1079339.87,  866996.26,  765984.84,  249998.89,  536081.33, 1015753.25,  806782.95, 1005980.50, 3219508.44,   14523.44,       0.00,   82806.31,       0.00,       0.00
 2015153,11312353.73,  963127.67,  826200.18, 1073527.87,  853416.61,  759180.55,  240823.57,  527605.64,  979244.08,  793401.69,  987822.44, 3218235.48,   12884.45,       0.00,   75532.48,       0.00,       0.00
 2015154,11269992.67,  965344.80,  814027.78, 1072324.21,  853629.54,  754212.52,  238744.03,  513377.88,  978680.65,  793490.14,  983638.97, 3212832.82,   13422.95,       0.00,   74915.34,       0.00,       0.00
 2015155,11291461.27,  965344.80,  814027.78, 1072324.21,  853629.54,  754212.52,  242541.68,  529249.65,  967722.19,  793490.14,  996396.61, 3212832.82,   13422.95,       0.00,   74915.34,       0.00,       0.00
 2015156,11338098.20,  967871.59,  804411.32, 1072324.21,  853629.54,  754212.52,  242541.68,  539858.85,  987217.97,  796262.04, 1017481.92, 3212832.82,   13187.37,       0.00,   74915.34,       0.00,       0.00
 2015157,11198822.94,  967871.59,  796433.64, 1079929.03,  826952.17,  699813.72,  239359.00,  539723.56,  962079.45,  793730.13, 1006829.95, 3210132.37,    9016.40,       0.00,   65600.89,       0.00,       0.00
 2015158,11125470.70,  958352.59,  777151.91, 1077482.49,  826952.17,  686140.37,  231593.69,  557939.21,  922841.33,  791224.69, 1002244.87, 3221095.73,    7616.31,       0.00,   63468.31,       0.00,       0.00
 2015159,11196357.18,  958352.59,  777151.91, 1077482.49,  826952.17,  692547.65,  230434.60,  600952.93,  925497.46,  791224.69, 1016384.84, 3226045.99,    7699.40,       0.00,   64054.42,       0.00,       0.00
 2015160,11193685.16,  958352.59,  777151.91, 1077482.49,  826952.17,  679982.57,  229798.66,  613691.98,  925493.95,  791224.69, 1017909.13, 3222315.16,    7699.40,       0.00,   64054.42,       0.00,       0.00
 2015161,11099129.03,  949744.29,  764643.38, 1077482.49,  810368.09,  667916.90,  226031.36,  614658.55,  904450.74,  788119.53, 1007611.69, 3221570.71,    6885.62,       0.00,   58503.66,       0.00,       0.00
 2015162,11085126.12,  948875.41,  770166.46, 1078676.42,  817929.30,  658751.56,  222334.44,  599075.46,  908037.16,  791918.20, 1002435.48, 3220574.11,    6885.62,       0.00,   58324.47,       0.00,       0.00
 2015163,11056571.80,  942425.16,  771968.01, 1083777.59,  830219.19,  630219.86,  221561.79,  611552.15,  880140.49,  787681.90, 1011242.30, 3220574.11,    6885.62,       0.00,   57181.60,       0.00,       0.00
 2015164,11030886.83,  942425.16,  771968.01, 1083777.59,  830219.19,  630219.86,  221561.79,  619366.77,  844462.97,  787681.90, 1016086.24, 3220574.11,    6885.62,       0.00,   54515.59,       0.00,       0.00
 2015165,10874614.98,  952982.71,  764046.15, 1084194.47,  832381.68,  611215.71,  177819.45,  602867.44,  786283.10,  787415.10, 1007166.45, 3205699.47,    6885.62,       0.00,   54515.59,       0.00,       0.00
 2015166,10791328.72,  948114.26,  747954.34, 1084036.86,  825270.54,  602368.52,  170125.17,  613376.26,  776625.49,  790323.94,  988975.63, 3200052.57,    3874.77,       0.00,   39088.34,       0.00,       0.00
 2015167,10703551.89,  951641.06,  731196.03, 1083594.48,  821571.53,  597024.80,  163100.24,  605706.79,  754587.25,  784561.64,  970846.87, 3196733.21,    2757.62,       0.00,   39088.34,       0.00,       0.00
 2015168,10664625.50,  952069.40,  726254.96, 1082815.40,  828946.02,  579913.27,  162757.19,  588679.72,  750605.98,  785849.00,  969139.38, 3196113.57,    2757.62,       0.00,   37581.94,       0.00,       0.00
 2015169,10618863.37,  960028.84,  719699.74, 1076851.11,  828946.02,  579913.27,  162757.19,  588679.72,  733724.20,  786332.64,  944335.47, 3196113.57,    2757.62,       0.00,   37581.94,       0.00,       0.00
 2015170,10584774.83,  960028.84,  719699.74, 1076851.11,  829453.92,  563123.39,  155245.21,  554171.97,  747667.99,  786332.64,  962634.28, 3187698.20,    2757.62,       0.00,   37581.94,       0.00,       0.00
 2015171,10576792.90,  960028.84,  719877.35, 1068163.25,  835433.79,  563705.66,  152567.62,  556421.86,  738997.98,  786633.25,  965317.00, 3189170.38,    2757.62,       0.00,   36190.34,       0.00,       0.00
 2015172,10595624.12,  960998.92,  714215.42, 1068759.63,  856556.64,  561190.06,  149562.04,  574274.83,  735956.60,  788324.05,  952379.84, 3192930.14,    2757.62,       0.00,   36190.34,       0.00,       0.00
 2015173,10621786.39,  994289.94,  714215.42, 1068759.63,  856556.64,  561190.06,  149562.04,  568835.78,  738087.19,  787239.46,  949644.14, 3192930.14,    2757.62,       0.00,   36190.34,       0.00,       0.00
 2015174,10558997.00,  972929.61,  714215.42, 1068759.63,  856556.64,  525956.61,  156263.16,  579004.35,  727165.62,  778551.69,  951599.29, 3187519.04,    2757.62,       0.00,   36190.34,       0.00,       0.00
 2015175,10530039.30,  972929.61,  714215.42, 1068759.63,  856556.64,  525956.61,  156263.16,  579004.35,  721191.94,  778551.69,  929634.77, 3187519.04,    2757.62,       0.00,   35170.85,       0.00,       0.00
 2015176,10544720.04,  976110.96,  714163.17, 1071353.02,  866083.11,  533871.32,  158329.67,  594496.77,  707427.98,  777695.66,  917722.84, 3196409.50,    2757.62,       0.00,   26770.42,       0.00,       0.00
 2015177,10507518.34,  979603.97,  715759.18, 1072463.65,  853905.76,  522959.43,  158031.64,  590362.42,  692308.24,  779469.37,  918488.36, 3193110.31,    2757.62,       0.00,   26770.42,       0.00,       0.00
 2015178,10489112.37,  979603.97,  715759.18, 1072463.65,  853905.76,  522959.43,  158031.64,  590362.42,  690821.49,  779469.37,  900893.12, 3193110.31,    2757.62,       0.00,   27446.43,       0.00,       0.00
 2015179,10440206.60,  979603.97,  715759.18, 1072463.65,  853959.90,  511541.65,  158031.64,  561527.72,  688412.03,  779469.37,  895123.48, 3192581.97,    2757.62,       0.00,   27446.43,       0.00,       0.00
 2015180,10349407.27,  973336.00,  712017.20, 1066459.24,  838784.72,  504872.21,  148407.21,  552737.71,  681963.69,  762773.10,  891058.85, 3187137.41,    2757.62,       0.00,   25574.34,       0.00,       0.00
 2015181,10124151.28,  966699.70,  712017.20, 1062355.39,  814505.81,  433049.69,  144598.35,  540070.84,  622838.51,  760717.67,  849234.63, 3188573.38,    2757.62,       0.00,   25574.34,       0.00,       0.00
 2015182,10087887.95,  945919.49,  709143.48, 1057960.94,  807388.78,  433060.89,  142233.98,  548044.88,  616929.85,  760008.46,  847317.37, 3191025.99,    2121.36,       0.00,   25574.34,       0.00,       0.00
 2015183, 9987642.31,  929974.38,  707415.10, 1052947.19,  805036.66,  391774.00,  154538.49,  524664.01,  619776.34,  754169.13,  832398.56, 3191878.42,       0.00,       0.00,   21911.88,       0.00,       0.00
 2015184, 9913901.52,  929310.04,  686869.40, 1045236.21,  799416.50,  387174.81,  162910.17,  536719.76,  604158.79,  755454.75,  801743.88, 3188422.31,       0.00,       0.00,   15326.76,       0.00,       0.00
 2015185, 9780991.86,  933241.91,  672676.21, 1039823.89,  781587.25,  369003.84,  155288.73,  528348.38,  555892.60,  758116.20,  783880.96, 3191070.70,       0.00,       0.00,   10903.06,       0.00,       0.00
 2015186, 9697910.87,  927081.32,  654159.31, 1027446.35,  759104.85,  364951.78,  147773.52,  532875.25,  539976.91,  757802.52,  775989.96, 3200987.00,       0.00,       0.00,    8603.97,       0.00,       0.00
 2015187, 9630207.59,  923570.41,  645778.99, 1027820.30,  752439.33,  348764.08,  133550.66,  534383.11,  528707.93,  755446.63,  767455.98, 3203118.93,       0.00,       0.00,    8013.11,       0.00,       0.00
 2015188, 9503680.63,  920482.33,  641920.64, 1031886.23,  734479.60,  297252.67,  130241.95,  518330.99,  513272.30,  753759.60,  743561.88, 3203513.42,       0.00,       0.00,   13820.88,       0.00,       0.00
 2015189, 9477038.25,  925573.86,  636105.61, 1031607.92,  740395.23,  295477.27,  130350.18,  532783.71,  510352.98,  754492.66,  702889.21, 3202274.35,       0.00,       0.00,   13593.23,       0.00,       0.00
 2015190, 9261278.98,  919035.45,  595701.11, 1023579.19,  740339.07,  278970.46,  100278.96,  514576.53,  480106.14,  754197.24,  655795.58, 3192596.14,       0.00,       0.00,    4979.24,       0.00,       0.00
 2015191, 9254563.95,  921547.88,  595897.44, 1022751.86,  736497.79,  274412.30,   99977.10,  516204.39,  478304.86,  753198.92,  655177.96, 3194490.35,       0.00,       0.00,    4979.24,       0.00,       0.00
 2015192, 9152254.22,  919428.04,  596527.65, 1018825.77,  735670.03,  270911.06,   74979.00,  486843.65,  459957.45,  751849.53,  637807.78, 3193351.15,       0.00,       0.00,    4979.24,       0.00,       0.00
 2015193, 9131597.47,  928417.69,  586991.40, 1013994.38,  725689.73,  270271.03,   73976.52,  487578.51,  463079.62,  747857.20,  635367.87, 3192210.27,       0.00,       0.00,    5039.38,       0.00,       0.00
 2015194, 9115628.82,  928347.78,  585557.28,  991973.23,  723020.70,  282749.21,   78218.05,  484597.75,  462912.60,  747857.20,  633581.20, 3190650.57,       0.00,       0.00,    5039.38,       0.00,       0.00
 2015195, 8993383.20,  919582.67,  560540.66,  947938.91,  710660.61,  283363.38,   74295.26,  477232.87,  462587.43,  734207.28,  623916.89, 3192893.96,       0.00,       0.00,    5039.38,       0.00,       0.00
 2015196, 8764888.34,  912771.30,  542685.35,  927397.79,  702790.15,  275272.99,   73234.26,  459094.53,  413059.15,  718958.45,  543800.91, 3194215.28,       0.00,       0.00,     484.31,       0.00,       0.00
 2015197, 8639767.10,  909713.07,  543519.39,  917236.72,  701447.13,  265578.48,   69417.28,  431014.90,  374610.13,  693193.35,  536687.26, 3195889.60,       0.00,       0.00,     317.75,       0.00,       0.00
 2015198, 8574011.04,  902462.97,  533642.49,  933209.91,  688655.21,  247768.33,   64302.81,  430497.15,  362011.14,  682120.63,  532621.19, 3195289.85,       0.00,       0.00,     287.31,       0.00,       0.00
 2015199, 8439945.65,  891938.61,  534116.30,  915096.64,  681373.88,  244234.01,   56678.43,  395229.17,  320816.03,  679943.51,  525541.16, 3193548.55,       0.00,       0.00,     287.31,       0.00,       0.00
